coauthor	join_id	all_viafs	localid	set	id	name.norm	name.alts	profession	hobbies	societal_activity	birthdate	birthplace	deathdate	deathplace	birthplace1	birthplace2	birth_county	birth_parish	birth_area	birth_village	birth_lat	birth_lon	birth_level_used	domicile_places	domicile_years_in_place_after_20	domicile_prop_in_plac	domicile_koht	domicile_linn	domicile_kyla	domicile_lat2	domicile_lon2	domicile_raw	edu_raw	edu_max_school	edu_max_school_level	edu_max_school_name	edu_years_in_school	edu_higher_raw	edu_higher_degree	family_parents	family_siblings	family_marriage	family_kids
$aJanson, Nikolai,$d1882-1941	ISIK936	""	7100	ISIK	936	Janson, Nikolai	""	UNEDITEDLukksepp Pb-s, KP 1905, Tall-s Volta  lukksepp 1905, Tall soveti bür.esim 1905--06, vang 1906, asumisel  Tobolski kub-s 1906--07, põgenes USA-sse 1907, Uue Ilma väljaandja, E-s  koos H.Pöögelmanniga VI 1917, Tall sovet, Tall l-volik, VSDT(b)P Tall  kom ja Põhja-Balti org-de bür.l 1917--18, Sks vang 1918, saadeti Venem-le  IV 1918, VNFSV kohtu rk 1928--30, VNFSV RKN esim.aset 1930--31, veetransp  rk 1931--34, Põhja-Meretee peaval.ül aset 1934--37, vang 1937.	""	""	1882-12-06	""	1941-10-04	""	""	Pb.	""	""	""	Peterburg	59.93863	30.31413	1	Venemaa	16	0.254237288135593	Venemaa konsulaat			59.4386111111111	24.7447222222222	""	""		""	""		""	""	Puutööl Mihkel J.  (Saarem-lt).	""	""	""
$aJea, Aleksander,$d1888-1937	ISIK941	""	7106	ISIK	941	Jea, Aleksander	""	töölisliikumise tegelane	""	""	1888-06-26	""	1937-00-00	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	""			""					""	""		""	""		""	""	KP 1906, Tall kom 1913--,  1917 E tagav.pat, Trt vojenrevkomi esim.aset 1917--18, Venem-le 1918,  PA e div brig.komiss Vn kodus-s 1919--20, tóekist 1921--33, vang.	Hukati 1937.	ENE1, ENE2  Isotamm 2	""
$aJensen, Jaan,$d1904-1967	ISIK943	http://viaf.org/viaf/250555073	7108	ISIK	943	Jensen, Jaan	""	karikaturist	""	""	1904-09-29	""	1967-07-27	""	""	Pä V-Vändra v Rõusa k  talun p.	Pärnumaa	""	V-Vändra vald	Rõusa küla	58.66895	25.10965	1	Tallinn	12	0.174603174603175	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""	2	gümn	Pärnu g	7	""	""	""	""	""	""
$aJohani, Helene,$d1903-1999	ISIK946	http://viaf.org/viaf/107056618	7111	ISIK	946	Johani, Helene	Mugasto, Helene~end. nimi kuni abiellumiseni: Helene Mugasto~Mundströhm, Helene~kuni 01.05.1924: Mundströhm	UNEDITEDRakv HarS  rmtkogu juh 1922--23, Trt l-rmtkogu am 1924--40, TK har.osak juh  1940--41, NL tagalas 1941--44, KP 1943--53 (visati välja),  riikl.kunstians insp 1942--43, oper.grupis Leningr-s 1943--44,  riikl.rmtkogu dir 1944--53 (valland), TRü bibliogr.kat juh 1945--50,  dots 1947--50, Tall kult.har.k õp 1952--57, pens 1958--65, TallPedInst  kat.juh 1965--73, üN II ks 1947--51; teen.kult.teg 1965.	""	""	1903-02-26	""	1999-05-19	""	""	Rakv.	""	""	""	Rakv.				Tall	34	0.34375	""					""	""	5	ülik	Tü phil	21	""	""	Voorim Aleksander Mundström-Monstrum, Anna.	Vend Hando Mugasto  (vt).	Ae 1933 kunstn Andrus J. (1906--41, vt).	Eero (1934).
$aJohannson, G.	ISIK948	""	7113	ISIK	948	Johannson, Gustav	""	""	""	""	1865-00-00	""	1891-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJohanson, H.	ISIK950	""	7116	ISIK	950	Johanson, Hans	Johannson, Hans	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJohanson, Hans	ISIK950	""	7116	ISIK	950	Johanson, Hans	Johannson, Hans	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJohansen, Paul,$d1901-1965	ISIK953	http://viaf.org/viaf/71518989	7119	ISIK	953	Johansen, Paul	""	ajaloolane	""	""	1901-12-23	""	1965-04-19	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	Hamburgi	25	0.375	""					""	""	5	ülik	Leipzigi  ü phil	18	""	""	Maapar.ins Jens  Christian J. (vt), Agnes Ingeborg Laudrup.	""	Ae 1926 Erna Wilhelmine  Elisabeth Korths (1897--, vt).	Ulla Christine (1927, prof Hamburgis),  Jens Christian (1930), Andrea Margretha (1936).
$aJohanson, A.	ISIK954	""	7120	ISIK	954	Johanson, A.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJohanson, Ado,$d1874-1932	ISIK955	http://viaf.org/viaf/11149542594200300743	7121	ISIK	955	Johanson, Ado	Johannson, Ado	põllundustegelane	""	""	1874-03-01	Lemmakõnnu t. Vastsemõisa v. Viljandimaa	1932-01-09	""	Lemmakõnnu t. Vastsemõisa v. Viljandimaa	""	""	""	Vastsemõisa vald	""	58.01667	26.58333	4	Lemmakõnnu	38	1	""					""	""		""	""	1	""	""	- Aimur Joandi.	Ado Johanson Eesti põllumajanduse arendajana.	[diplomitöö] Tartu, 1972.	JOHANSON, Ado.
$aJohanson, Leopold,$d1888-1941	ISIK957	""	7123	ISIK	957	Johanson, Leopold–Johannes	""	poliitikategelane	""	""	1888-02-15	Tartu	1942-11-30	Sosva laager Sverdlovski obl.	Tartu	""	""	""	""	""	58.38062	26.72509	7	Haigekassade	15	0.259259259259259	""					""	""	1	algk	Trt  algk	7	""	""	""	""	Ae 1. 1914--15 Anna  Lassmann (srn), 2. 1916 Aleksandra Lassmann (1896--, Laiuse Uue-Saare  om Jaan L., Liisa, vab 1957).	Helvi (1918), Laine (1931, vab 1957).
$aJohanson-Pärna, Jakob,$d1858-1936	ISIK960	http://viaf.org/viaf/9153409751041582470	7126	ISIK	960	Johanson-Pärna, Jakob	Johanson, Jakob~kuni 1882	kooliõpetaja, telegrafist	""	""	1858-00-00	""	1936-00-00	""	""	Ta Uderna v Raudsepa	Tartumaa	""	Uderna vald	""	58.16917	26.36361	4	Peterburi	29	0.736842105263158	Peterburi tee, b-ps			59.4241666666667	24.7875	""	""	5	ülik	tüt.käsitöök kaasjuh Tall-s	50	""	""	Rentn Juhan Johanson, Miina Piir.	""	Ae 1.  1882--1915  Natalie Jakobson (1843--1915, vt), 2. 1917 Anette Jaakson.	Riia Balti öS 1874--79, telegr.k Pb-s 1885--86.
$aKägu, Jaan,$cpseud.,$d1902-1935	ISIK962	http://viaf.org/viaf/1662149544572100490007	7128	ISIK	962	Joll, Ernst Aleksander	""	ajakirjanik	""	""	1902-09-16	Tallinn	1935-04-03	Tallinn	Tallinn	Tal	""	""	""	Tallinn	59.43696	24.75353	1	Tallinn	13	1	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""		""	""	15	""	""	Rdtl Gustav J. (Aruküla v-st), Amalie Vilhelmine Meoma (Ilmatsalu  v-st).	""	Ae Leenu.	Vesth g, Tall tehn.
$aJoonas, Erich,$d1893-1944	ISIK963	http://viaf.org/viaf/4306149544593200490005	7129	ISIK	963	Joonas, Erich	""	ajakirjanik, poliitik	""	""	1893-04-26	Varnja k. Kavastu, Tartumaa	1944-05-26	""	Varnja k. Kavastu, Tartumaa	Ta Kavastu v Varnja k.	Tartumaa	""	Kavastu vald	Varnja küla	58.48944	27.23583	3	Rahva	11	0.222222222222222	Pelgulinna rahvamaja	TRUE		59.4386111111111	24.7266666666667	""	""	5	ülik	Rostovtsevi eraülik med	12	""	""	Talun  Aleksander J., Rosalie Paabo.	""	Ae 1919 Salme Juurup (1898--, Trt majaom  Theodor J., Emilie).	Ilmar Erik (1920--46, vt).
$aIlistvere, M.,$cpseud.,$d1884-1942	ISIK974	http://viaf.org/viaf/1205149544569100490008	7141	ISIK	974	Juhkam, Mihkel	""	poliitiline tegelane	""	""	1884-07-04	""	1942-01-28	""	""	Vir Küti m	Virumaa	""	""	Küti ms.	58.95861	25.855	3	Viru	1664	0.966150315547906	= Lääne-Viru maakond &#183; [KNR]			59.4375	24.7525	""	""		""	""	1738	""	""	Sepp Jaan J., Mari  Annuka.	""	Ae 1913 k.õp Aline Margarete Upsi (1889--, Rakv tööl Jaan U.,  Liisa, vab 1956).	Roela k-k 1894--98, Rakv linnak 1898--1902.
$aJuhkam, Mihkel,$d1884-1942	ISIK974	http://viaf.org/viaf/1205149544569100490008	7141	ISIK	974	Juhkam, Mihkel	""	poliitiline tegelane	""	""	1884-07-04	""	1942-01-28	""	""	Vir Küti m	Virumaa	""	""	Küti ms.	58.95861	25.855	3	Viru	1664	0.966150315547906	= Lääne-Viru maakond &#183; [KNR]			59.4375	24.7525	""	""		""	""	1738	""	""	Sepp Jaan J., Mari  Annuka.	""	Ae 1913 k.õp Aline Margarete Upsi (1889--, Rakv tööl Jaan U.,  Liisa, vab 1956).	Roela k-k 1894--98, Rakv linnak 1898--1902.
$aJung, Jaan,$d1835-1900	ISIK980	http://viaf.org/viaf/305091805	7147	ISIK	980	Jung, Jaan	""	õpetaja, arheoloog, ajaloolane	""	""	1835-11-18	""	1900-06-26	""	""	Vil Imavere v Tammeküla	Viljandimaa	""	Imavere vald	""	58.74841	25.75396	2	Abja	39	0.584615384615385	""					""	""	3	k.õp	khkk õp eksam	4	""	""	K.õp Jüri J.  V-p Artur (vt).	""	Ae Helene (õmbl).	""
$aJungholz, Karl,$d1878-1925	ISIK984	http://viaf.org/viaf/109147094982425081339	7151	ISIK	984	Jungholz, Karl	""	näitleja, lavastaja	""	""	1878-12-21	""	1925-11-26	""	""	Ta Kivijärve v  Teilma k sauniku p.	Tartumaa	""	Kivijärve vald	""	58.765	26.56806	4	Tartu%20linn	9	0.617021276595745	Tartu linn	TRUE		58.38	26.7225	""	""	2	gümn	Treffn g	6	""	""	""	""	Ae Estonia kostüümilao juh.	Urve Noorlein  (1916--88, vt), Orm Noorlein (1917--42, vt).
$aJuurik, Märt,$d1870-1951	ISIK992	http://viaf.org/viaf/84149542775100301365	7160	ISIK	992	Juurik, Märt	""	põllumees	""	""	1870-00-00	""	""	""	""	Vil Kaarli v.	Viljandimaa	""	Kaarli vald	""	58.5125	26.89139	4	""			""					""	""		""	""		""	""	""	""	""	""
$aJõeäär, Aleksander,$d1890-1959	ISIK999	http://viaf.org/viaf/1678149544572500490009	7167	ISIK	999	Jõeäär, Aleksander	""	advokaat, poliitik	""	""	1890-10-31	Laimjala v. Saaremaa	1959-05-20	Tallinn	Laimjala v. Saaremaa	Sa Saare (Laimjala) v Saare  Matu	Saaremaa	""	Laimjala vald	""	58.42232	23.05542	2	Tallinn	29	0.405797101449275	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""	2	khkk	Tornimäe  AÕ khkk	8	""	""	Talun Vassili J. (1865--), Melania Küng (1863--, Saare Antsult).	""	Ae 1. 1910--28 Anna Lulla (srn), 2. 1932 v.adv Martha Kurfeldt (1897--,  vt).	Antonina Klaas (1910, ae 1929 Andrei K.), Laine (1922).
$aJõgever, Jaan,$d1860-1924	ISIK1002	http://viaf.org/viaf/309678571	7	ISIK	1002	Jõgever, Jaan	""	ajakirjanik, tsensor, keeleteadlane	""	""	1860-00-00	""	1924-00-00	""	""	Sa Maasi v Hindu Kuusiku	Saaremaa	""	Maasi vald	""	58.56667	23.05361	4	Tartu%20linn	25	0.588235294117647	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	phil	6	""	""	""	""	Rentn  Aadu J. Ae 1891 Veera Soome (1867--1940, vt).	Aleksandra Devid  (1896--1928, ae Tall Kuld Lõvi rest.om D.), Viktor (1899--1923, vt),  Olga (1896—1989, KM teadur), 3 l.
$aSaar, J.,$cpseud.,$d1860-1924	ISIK1002	http://viaf.org/viaf/309678571	7	ISIK	1002	Jõgever, Jaan	""	ajakirjanik, tsensor, keeleteadlane	""	""	1860-00-00	""	1924-00-00	""	""	Sa Maasi v Hindu Kuusiku	Saaremaa	""	Maasi vald	""	58.56667	23.05361	4	Tartu%20linn	25	0.588235294117647	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	phil	6	""	""	""	""	Rentn  Aadu J. Ae 1891 Veera Soome (1867--1940, vt).	Aleksandra Devid  (1896--1928, ae Tall Kuld Lõvi rest.om D.), Viktor (1899--1923, vt),  Olga (1896—1989, KM teadur), 3 l.
$aJõgi, J.	ISIK1006	""	11	ISIK	1006	Jõgi, J.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJõgi, Richard,$d1893-?	ISIK1008	""	13	ISIK	1008	Jõgi, Richard	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJõgise, Karl,$d1906-1983	ISIK1010	""	16	ISIK	1010	Jõgise, Karl	Vessmann, Karl~kuni 1935	riigiametnik, jurist	""	""	1902-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJäger, Elli	ISIK1012	http://viaf.org/viaf/163465124	18	ISIK	1012	Jäger, E.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJänes, Henno,$d1905-1970	ISIK1016	http://viaf.org/viaf/121777030	22	ISIK	1016	Jänes, Henno Harald	Jänes, Harald	õpetaja, kirjandusteadlane, keeleteadlane	""	""	1905-12-11	Võru	1970-07-26	Stockholm	Võru	Võru	""	""	""	Võru	57.83389	27.01944	1	Stockholmi	25	0.369230769230769	""					""	""	5	ülik	Tü phil	17	""	""	K.õp (urjadnik ja ms-val) Aleksander J. (1863--1917), kaupl.om Ida  Alvine Francke (1881--1943).	""	Ae 1935 Salme Prakson-Põldre (1913--62,  Trt majaom Peeter Prakson, Ida Elisabet Int, vt).	Tõnu (1936, k.õp Rts-s),  Mart (1938, arhit Rts-s), Hele-Mall (1941), Tiina Mai (1947).
$aJänes, H.	ISIK1017	""	23	ISIK	1017	Jänes, H.	""	õpetaja	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJänes, Hermann,$d1899-1976	ISIK1019	http://viaf.org/viaf/3503149544586900490002	25	ISIK	1019	Jänes, Hermann	""	ajakirjanik	""	""	1899-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aOsvi,$cpseud.,$d1899-1976	ISIK1019	http://viaf.org/viaf/3503149544586900490002	25	ISIK	1019	Jänes, Hermann	""	ajakirjanik	""	""	1899-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJänes, J	ISIK1020	""	27	ISIK	1020	Jänes, Jakob	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJärv, Jaak,$d1852-1920	ISIK1026	http://viaf.org/viaf/24772948	33	ISIK	1026	Järv, Jaak	""	ajakirjanik, kirjanik	""	""	1852-04-17	""	1920-00-00	""	""	Vil V-Suislepa v.	Viljandimaa	""	V-Suislepa vald	""	58.33333	25.56667	6	Moskvas	31	0.441176470588235	""					""	""	3	k.õp	vallak.õp eksam	1	""	""	Sulane Jaan J.,  Reet.	Vanem v Ta Rõhul kooliõp, v Andres J. Virulase ja Pm toim.l.	Ae.	Hans (srn 1926, vt).
$aJärv, Johannes	ISIK1027	""	34	ISIK	1027	Järv, Johannes	""	ajakirjanik	""	""	1905-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJärve, Jaan,$d1894-1945	ISIK1028	http://viaf.org/viaf/4175149544592100490007	35	ISIK	1028	Järve, Jaan	""	ajakirjanik, pastor	""	""	1896-10-07	""	1945-02-14	""	""	Ta Ulila v Nasja Reino	Tartumaa	""	Ulila vald	""	58.36333	26.42611	4	Laiuse	21	0.408163265306122	""					""	""	5	ülik	Tü theol	21	""	""	Taluom Hendrik  J. (1862--, Ulila Tiirult), Anna Peerna (1868--, Ulila Ermatsilt).	V-d  taluom Juhan J. (1889--, vt), taluom Eduard J.  (1909--, vt).	Ae 1928  hambaarst Julie Saarepera (snd Paris, 1889--1965 USA-s, Nõo khk talun  Jaan Paris, Marie Lamp).	""
$aJärve, Peeter,$d1874-1936	ISIK1029	""	36	ISIK	1029	Järve, P.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJärvik, Mart,$d1897-1956	ISIK1031	http://viaf.org/viaf/100378157	39	ISIK	1031	Järvik, Mart	""	UNEDITEDVabat Vabaduss-s 1918--20 (s/r nr 2, s-r.div ork.	""	""	1897-10-17	""	1956-01-24	""	""	Jä Käru v  Suureaua	Järvamaa	""	Käru vald	""	58.8302	25.16203	2	Tartu%20linn	8	0.2	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Vändra v-k	23	""	""	Talun Hans Gross, Mari Mihkelson.	V August (1892--1942, vt), õet  Leida Lepajõe (vt).	Ae Eugenie Susanne Lank (1905--, Iisak L. /vt/ ja  Anna Sõster Haljalast, vt).	Endel (1928), Aili-Mall (1931).
$aJürgenfeldt, Eduard,$d1900-?	ISIK1034	""	42	ISIK	1034	Jürgenfeldt, Eduard	""	ajakirjanik	""	""	1900-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJürgens, Johannes,$d1889-1921	ISIK1037	""	45	ISIK	1037	Jürgens, Johannes	J., Juhan~1918	kooliõpetaja, ajaloolane	""	""	1889-00-00	""	1921-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJürgens, Mihkel,$d1820-1874	ISIK1039	http://viaf.org/viaf/6149542758700301192	47	ISIK	1039	Jürgens, Mihkel	""	raamatuköitja, bibliofiil	""	""	1820-10-22	""	1874-01-15	""	""	Pärnus tööl p.	""	""	""	Pärnu	58.38588	24.49711	1	Pärnu%20linn	34	1	Pärnu linn	TRUE		58.3844444444445	24.4988888888889	""	""		""	""		""	""	""	""	""	""
$aJürgenson, Aleksander,$d1905-1945	ISIK1041	""	50	ISIK	1041	Jürgenson, A.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJürgenson, J.	ISIK1045	""	54	ISIK	1045	Jürgenson, J.	""	õpetaja	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJürgenson, Jaan,$d1876-?	ISIK1045	""	54	ISIK	1045	Jürgenson, J.	""	õpetaja	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aJürgenstein, Anton,$d1861-1933	ISIK1049	http://viaf.org/viaf/25035317	58	ISIK	1049	Jürgenstein, Anton Tõnis	""	kooliõpetaja, ajakirjanik, seltskonnategelane	""	""	1861-11-01	Ristla t. Vana-Vändra v. Pärnumaa	1933-02-21	Tartu	Ristla t. Vana-Vändra v. Pärnumaa	Pä V-Vändra v Piista	Pärnumaa	""	V-Vändra vald	""	58.46667	24.56667	6	Tartu%20linn	24	0.338235294117647	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Vändra  ja Kodavere  khkk	8	""	""	Taluom Gustav J., Ann Tõnismann.	V Johann (1854--1914, vt).	Ae 1890  Alide Hermine Annette Emberg.	Eva Kerem (1893--, ae min August K. /vt/),  Margarete Kures-Koch (ae ajakirj Voldemar K. /vt/),  Marta Rosenberg (1896--, ae adv Friedrich R./vt/, vt), Hella Raid  (1899--, vt), Else Aino Vilms (1904--, ae adv Albert V. /vt/, vt),  Gustav (1908--41, vt).
$aJürgenstein, Johann,$d1854-1914	ISIK1052	http://viaf.org/viaf/3146149544584000490005	62	ISIK	1052	Jürgenstein, Johann	""	kirjanik, õpetaja, vallakirjutaja, põllumees	""	""	1854-11-18	Lüütse k. Uue-Vändra Pärnumaa	1914-03-09	Sauga V.	Lüütse k. Uue-Vändra Pärnumaa	Pä U-Vändra v  Lüütse k.	Pärnumaa	""	U-Vändra vald	Lüütse küla	58.46667	24.56667	6	Viljandi%20linn	23	0.366666666666667	Viljandi linn	TRUE		58.3633333333333	25.5955555555556	""	""	3	õp-sem	Valga Zimse öS	4	""	""	Talun ja kingsepp Gustav J., Ann Tõnismann.	V Anton  (1861--1933, vt).	""	""
$aLill, Johann,$cpseud.,$d1854-1914	ISIK1052	http://viaf.org/viaf/3146149544584000490005	62	ISIK	1052	Jürgenstein, Johann	""	kirjanik, õpetaja, vallakirjutaja, põllumees	""	""	1854-11-18	Lüütse k. Uue-Vändra Pärnumaa	1914-03-09	Sauga V.	Lüütse k. Uue-Vändra Pärnumaa	Pä U-Vändra v  Lüütse k.	Pärnumaa	""	U-Vändra vald	Lüütse küla	58.46667	24.56667	6	Viljandi%20linn	23	0.366666666666667	Viljandi linn	TRUE		58.3633333333333	25.5955555555556	""	""	3	õp-sem	Valga Zimse öS	4	""	""	Talun ja kingsepp Gustav J., Ann Tõnismann.	V Anton  (1861--1933, vt).	""	""
$aJüris, Johannes Leopold	ISIK1057	http://viaf.org/viaf/305381376	67	ISIK	1057	Jüris, Johannes Leopold	Jürgens, Johannes Leopold~kuni 1935	õpetaja, ajakirjanik, omavalitsustegelane	""	""	1870-10-04	""	1937-01-26	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	Lenderi	16	0.230769230769231	""					""	""	5	ülik	Tü jur	7	""	""	Rätsep Otto J., Anette Baldis.	""	Ae 1901 õp Alide Anna Kristine  Birk (1871--, vt).	Kasut Erika Klaudine Paju (1906--, vt).
$aJüris, Johannes Leopold,$d1870-1937	ISIK1057	http://viaf.org/viaf/305381376	67	ISIK	1057	Jüris, Johannes Leopold	Jürgens, Johannes Leopold~kuni 1935	õpetaja, ajakirjanik, omavalitsustegelane	""	""	1870-10-04	""	1937-01-26	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	Lenderi	16	0.230769230769231	""					""	""	5	ülik	Tü jur	7	""	""	Rätsep Otto J., Anette Baldis.	""	Ae 1901 õp Alide Anna Kristine  Birk (1871--, vt).	Kasut Erika Klaudine Paju (1906--, vt).
$aJürma, Mall,$d1901-1984	ISIK1058	http://viaf.org/viaf/19794789	68	ISIK	1058	Jürma, Mall	Jürman, Alma~Jürman, Alma–Eliisabet~abielus 1929–1934~Kuusik, Alma–Eliisabet~neiupõlvenimi kuni 1929	raamatukoguhoidja, kirjanduskriitik, inglise filoloog	""	""	1901-09-17	""	1983-10-21	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	Tartu%20linn	48	0.573170731707317	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü phil	21	""	""	Käsitööl Juhan Kuusik (Rakv v-st), Pauline Kaasik  (Järvam-lt).	""	Ae 1929 õigusteadl Endel Erich J.-J.	(1902--, vt).
$aJürmann, Michael,$d1853-1932	ISIK1059	http://viaf.org/viaf/24149542977400302913	69	ISIK	1059	Jürmann, Michael	""	pastor	""	""	1853-01-18	""	1932-09-17	""	""	Vil V-Põltsamaa v.	Viljandimaa	""	V-Põltsamaa vald	""	58.33333	25.56667	6	Tartu%20linn	41	0.506329113924051	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü theol	14	""	""	Rentn Jüri J.,  Kai Nõmm.	""	Ae 1878 Anna Caecilia Blumwerk (Tall kaupm Friedrich B.,  Wilhelmine Heinrichsen).	""
$aJürna, Mihkel,$d1899-1972	ISIK1061	http://viaf.org/viaf/124147095081925081951	72	ISIK	1061	Jürna, Mihkel	""	UNEDITEDVabat Vabaduss-s kooliõpil.pat-s, Orbiit (toim.l  1929--30), EKirjL 1928 (sekr-asjaaj 1930--36, ärijuht 1936--40), KP  1940, juulivolik (II abiesim), ENSV riikl.kirj-skeskuse dir 1940--41,  1945--47, NL tagalas 1941--44, Leningr raadio e saadete vast.toim  1942--45, RKN volinik 1943--44, üN I--II ks 1940--51 (juh II aset  1940--47), vabakuts Tall-s 1947--63, pers.pens 1963, ENKirjL 1943;  Punatäht.	""	""	1899-09-17	""	1972-12-05	""	""	Ha Kirna v Kohatu k.	Harjumaa	""	Kirna vald	Kohatu küla	59.16012	24.52228	1	Kirj	21	0.273972602739726	Ajakirjandusmaja			59.425	24.7436111111111	""	""	5	ülik	Tü jur	13	""	""	Rentn Jaan J.  (hilj Vir Roela v Soonuka k-s).	""	Ae.	Juhan Kaspar (1931--82, vt).
$aKarurahu, Aksel,$d1902-1965	ISIK1069	http://viaf.org/viaf/7967149544621100490008	80	ISIK	1069	Karurahu, Aksel	Karheiding, Aksel~kuni 1936	sõjaväe ametnik, näitekirjanik	""	""	1920-09-23	Võnnu khk. Tartumaa	1965-01-22	Tallinn	Võnnu khk. Tartumaa	""	""	Võnnu khk.	""	Võnnu k	58.91667	23.7	3	""			""					""	""		""	""		""	""	""	""	""	""
$aUndla, Ell,$cpseud.,$d1902-1965	ISIK1069	http://viaf.org/viaf/7967149544621100490008	80	ISIK	1069	Karurahu, Aksel	Karheiding, Aksel~kuni 1936	sõjaväe ametnik, näitekirjanik	""	""	1920-09-23	Võnnu khk. Tartumaa	1965-01-22	Tallinn	Võnnu khk. Tartumaa	""	""	Võnnu khk.	""	Võnnu k	58.91667	23.7	3	""			""					""	""		""	""		""	""	""	""	""	""
$aLaabus, Aadu	ISIK1075	""	87	ISIK	1075	Laabus, Adu	""	UNEDITEDTrükitööl Trt-s, näitl Vanemuises 1916--24, Ugalas  1925--26.	""	""	1887-01-23	""	1948-01-14	""	""	Vil Tarvastu v talun  p.	Viljandimaa	""	Tarvastu vald	""	58.21934	25.86379	2	Tartu%20linn	17	0.948717948717949	Tartu linn	TRUE		58.38	26.7225	""	""		""	""		""	""	""	""	""	""
$aLaagus, Karl,$d1874-1954	ISIK1077	http://viaf.org/viaf/9585149544633200490008	89	ISIK	1077	Laagus, Karl	""	ametnik, põllumees	""	""	1874-08-17	""	1954-04-23	""	""	Ta Prangli v Raanitsa Puntuse	Tartumaa	""	Prangli vald	""	58.16472	26.78167	4	Võru%20linn	23	0.5375	Võru linn	TRUE		57.8486111111111	26.9927777777778	""	""		""	""		""	""	Vabadik Jaan L. (1835--, Tarvastu Simmi-Härmalt), Reet Birk (1837--,  Tarvastust).	""	Ae 1. --18 Amalie Pahk (lah), 2. 1921 Anna Jüriado  (1887--, Trt majaom Juhan J., Mai).	Feliks (1909, vt), Mary Charlotte  Jüriado (1910, ae 1936 taluom Kaarel J. /vt/, vt).
$aRoolain, K.,$cpseud.,$d1874-1954	ISIK1077	http://viaf.org/viaf/9585149544633200490008	89	ISIK	1077	Laagus, Karl	""	ametnik, põllumees	""	""	1874-08-17	""	1954-04-23	""	""	Ta Prangli v Raanitsa Puntuse	Tartumaa	""	Prangli vald	""	58.16472	26.78167	4	Võru%20linn	23	0.5375	Võru linn	TRUE		57.8486111111111	26.9927777777778	""	""		""	""		""	""	Vabadik Jaan L. (1835--, Tarvastu Simmi-Härmalt), Reet Birk (1837--,  Tarvastust).	""	Ae 1. --18 Amalie Pahk (lah), 2. 1921 Anna Jüriado  (1887--, Trt majaom Juhan J., Mai).	Feliks (1909, vt), Mary Charlotte  Jüriado (1910, ae 1936 taluom Kaarel J. /vt/, vt).
