"ISIK.id"	"nr"	"Eludaatumid"	"Üldandmed"	"Seotud.andmed"	"Nime.normitud.kuju"	"Sünniaeg"	"Surmaaeg"	"Tegevusala"	"Biograafilised.andmed"	"Allikad"	"Sünnikoht"	"Surmakoht"	"Märkus"	"Ühiskondlik.tegevus"	"Märkus.1"	"Aukraadid"	"Vangistused.ja.repressioonid"	"Poliitiline.tegevus"	"Nimi2"	"Synd"	"Vanemad"	"Vennadoed"	"Abielus"	"Lapsed"	"Haridus"	"Töö"	"Amet"	"Surnud"	"Allikad.1"
1064	1064	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Luts, Oskar"	"1887-01-07"	"1953-03-23"	"kirjanik"	"LUTS, Oskar. 7.I 1887 (26.XII 1886) Ta Kaarepere v Järvepera  Postil. Käsitööl (tisler, kingsepp) Hendrik L. (1859--, Palamuselt),  Leena Jobso (1866--, Järvepera Postilt, lell Jakob J. /vt/). V Theodor  (1896--1980, vt). Ae 1917 Valentina Krivitskaja (1892--, Vitebski  kohtuam Semjon K., Anna).  Jüri (Georg, 1918, vt). änkküla k-k 1894,  Palamuse khkk 1895--99, Trt reaalk 1899--1902, Tü pharm 1911--13,  Frat.Liviensis.  Apt.õpil, prov.abi Trt-s, Narvas 1903--07, 1912--14,  Tall-s 1907, Pb-s 1909--12, sv-s 1909--11, I~ms-s 1914--17, Vabaduss-s  sv.farmats, Tü rmtkogu am 1919--21, rmtkaupm, EKirjL 1922, EKS, NMKü,  ENõukKirjL; rahvakirj 1945.  Kirjanik.  Mälestused I--XIII (1930--41).  Srn 23.III 1953 Trt-s, maet Pauluse kalm-le. EBL, EAT, EE, ERAKT, EBLl,  EAT2, ENE1, EKBL, ENE2, EKrL, ENE2(14)  J. Ross, O. Lutsu varasem kirjanduslik toodang. //Eesti Kirjandus 1937, nr. 1, lk. 17.  Isotamm 2"		"Kaarepere v."	"Tartu"							"LUTS, Oskar. "	"7.I 1887 (26.XII 1886) Ta Kaarepere v Järvepera  Postil. "	"Käsitööl (tisler, kingsepp) Hendrik L. (1859--, Palamuselt),  Leena Jobso (1866--, Järvepera Postilt, lell Jakob J. /vt/). "	"V Theodor  (1896--1980, vt). "	"Ae 1917 Valentina Krivitskaja (1892--, Vitebski  kohtuam Semjon K., Anna). "	" Jüri (Georg, 1918, vt). "	"änkküla k-k 1894,  Palamuse khkk 1895--99, Trt reaalk 1899--1902, Tü pharm 1911--13,  Frat.Liviensis. "	" Apt.õpil, prov.abi Trt-s, Narvas 1903--07, 1912--14,  Tall-s 1907, Pb-s 1909--12, sv-s 1909--11, I~ms-s 1914--17, Vabaduss-s  sv.farmats, Tü rmtkogu am 1919--21, rmtkaupm, EKirjL 1922, EKS, NMKü,  ENõukKirjL; rahvakirj 1945. "	" Kirjanik. "	" Srn 23.III 1953 Trt-s, maet Pauluse kalm-le. "	"EBL, EAT, EE, ERAKT, EBLl,  EAT2, ENE1, EKBL, ENE2, EKrL, ENE2(14)  J. Ross, O. Lutsu varasem kirjanduslik toodang.  Mälestused I--XIII (1930--41). //Eesti Kirjandus 1937, nr. 1, lk. 17.  Isotamm 2"
1077	1077	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Lõo, Jaan"	"1872-02-06"	"1939-02-18"	"advokaat, kirjanik"	"LõO, Jaan. 6.II 1872 Vil Holstre v Lõol. Taluom Jaan L., Ann  Peterson. Onud Adam (vt) ja Peeter Peterson (vt). Ae Emmi Pettai (Võru  majaom t).  Evi (1903--, vt), Thekla Else Tammist (1904--, vt). Paistu  khkk, Vilj kreisk, Pärnu g --1892, Tü jur 1892--94, 15419, lõp Venem-l  1898, EüS 1892. Adv Võrus 1898--1919, Võru mk.val-se esim 1919, AK  (ERE) 23.IV--16.XII 1919, Riigikohtu l 31.X 1919--39, tsiv.osak esim  3.I 1923--1939, Riigikohtu abiesim 2.XII 1919--39.  Luuletaja. Srn  18.II 1939 Tall-s, maet Siselinna kalm-le. EBL, EAT, EE, EBLl, EüS1,  ENE1, ENE2, AA2, EKrL, VjV, ENE2(14)  ISotamm 2"										"LõO, Jaan. "	"6.II 1872 Vil Holstre v Lõol. "	"Taluom Jaan L., Ann  Peterson. "	"Onud Adam (vt) ja Peeter Peterson (vt). "	"Ae Emmi Pettai (Võru  majaom t). "	" Evi (1903--, vt), Thekla Else Tammist (1904--, vt). "	"Paistu  khkk, Vilj kreisk, Pärnu g --1892, Tü jur 1892--94, lõp Venem-l  1898, EüS 1892. "	"Adv Võrus 1898--1919, Võru mk.val-se esim 1919, AK  (ERE) 23.IV--16.XII 1919, Riigikohtu l 31.X 1919--39, tsiv.osak esim  3.I 1923--1939, Riigikohtu abiesim 2.XII 1919--39. "	" Luuletaja. "	"Srn  18.II 1939 Tall-s, maet Siselinna kalm-le. "	"EBL, EAT, EE, EBLl, EüS1,  ENE1, ENE2, AA2, EKrL, VjV, ENE2(14)  ISotamm 2"
1113	1113	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Adamson, Hendrik"	"1891-10-06"	"1946-03-07"	"luuletaja, kirjanik, õpetaja, esperantist"	"ADAMSON, Hendrik. 6.X 1891 Viljandimaal Kärstna v Metsakuru Patsil.  Rätsep Hans A. (1856--, Tarvastu vallast), Riin Karu (1866--, Kärstna  Patsilt). Vallaline.  Kärstna vallakool 1901 ja ministeeriumikool 1902--07, Tartu ÕS 1907--11. Ministeeriumikooli õpetaja ja juhataja Võtikveres 1911, Rajal 1911--18, Raja algkooli juhataja 1918--19, Kärstna  algkooli juhataja 1919--27, kirjanik Kärstna valla V-Viiral  1927--46, kooliõpetaja Lõvel 1940, Kärstnas 1944, Eesti KirjanikeLiit 1928.  Luuletaja,  esperantist. Surnud 7.III 1946 Tuhalaane (Kärstna) vallas, maetud Helme  kalmistule.  EBL, EAT, EE, EBLl, EEl, TÕS, EAT2, EKBL, ENE1, ENE2, EKrL,  ENE2(14) – ISOTAMM 2"	"EAT, 1932, lk. 4; EAE-40, lk. 7."	"Metskuru k. Kärstna v. Viljandimaa"	"Tuhalaane (Kärstna) vald"	"maetud Helme kalmistule"						"ADAMSON, Hendrik. "	"6.X 1891 Viljandimaal Kärstna v Metsakuru Patsil. "	" Rätsep Hans A. (1856--, Tarvastu vallast), Riin Karu (1866--, Kärstna  Patsilt). "		"Vallaline. "		" Kärstna vallakool 1901 ja ministeeriumikool 1902--07, Tartu ÕS 1907--11. "	"Ministeeriumikooli õpetaja ja juhataja Võtikveres 1911, Rajal 1911--18, Raja algkooli juhataja 1918--19, Kärstna  algkooli juhataja 1919--27, kirjanik Kärstna valla V-Viiral  1927--46, kooliõpetaja Lõvel 1940, Kärstnas 1944, Eesti KirjanikeLiit 1928.  Luuletaja,  esperantist. "	" Luuletaja,  esperantist. "	"Surnud 7.III 1946 Tuhalaane (Kärstna) vallas, maetud Helme  kalmistule. "	" EBL, EAT, EE, EBLl, EEl, TÕS, EAT2, EKBL, ENE1, ENE2, EKrL,  ENE2(14) – ISOTAMM 2"
1197	1197	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Mardus, Mati"																								
1202	1202	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Bergmann, Jaan"	"1856-12-29"	"1916-06-25"	"pastor, kirjanik,"	"BERGMANN, Jaan. 29.XII 1856 Vil Soosaare v Niilul.  Talun  Jakob B., Mari Sass. Ae Adelheid Blumwerk (srn 1937, Tall kaupm  Friederich B., Wilhelmine Heinrichsen). Heinrich (1895--, vt).  Põltsamaa khkk (G.~Beermann, J.~Pärn) 1868--, sks algk --71, Tall kub.g  1871--77 (kaasõpil R.~Kallas, Reinhold Seeberg), Tü theol 1877--82,  10281, EüS 1877. Pb Jaani kog proovia-l ja abiõp 1882--84, Paistu kog  õp 1884--1916. Kirjanik. Srn 25.VI 1916 Paistus.  PmA, EBL, EE, EBLl,  EüS1, EüS3, EKBL, ENE1, PEKR, EKrL, ENE2(14)  Isotamm 2"	"Postimees 1857–1907, lk. 147–148; EAE-40, lk. 20."	"Soosaare v. Viljandimaa"	"Paistu"							"BERGMANN, Jaan. "	"29.XII 1856 Vil Soosaare v Niilul. "	" Talun  Jakob B., Mari Sass. "		"Ae Adelheid Blumwerk (srn 1937, Tall kaupm  Friederich B., Wilhelmine Heinrichsen). "	"Heinrich (1895--, vt). "	" Põltsamaa khkk (G.~Beermann, J.~Pärn) 1868--, sks algk --71, Tall kub.g  1871--77 (kaasõpil R.~Kallas, Reinhold Seeberg), Tü theol 1877--82,  EüS 1877. "	"Pb Jaani kog proovia-l ja abiõp 1882--84, Paistu kog  õp 1884--1916. "	"Kirjanik. "	"Srn 25.VI 1916 Paistus. "	" PmA, EBL, EE, EBLl,  EüS1, EüS3, EKBL, ENE1, PEKR, EKrL, ENE2(14)  Isotamm 2"
1276	1276	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Masing, Otto Wilhelm"	"1763-11-08"	"1832-03-15"	"keelemees, pastor, ajakirjanik, kirjanik"	"MASING, Otto Wilhelm v. 8.XI 1763 Ta Lohusuus. Köster  Kristian Masick (1733--1804, kangur Kaarel M., Annika), Anna Ludovica  v.Hildebrandt (1724--1809). ö Helene Charlotte Lehmann (1775--, ae  Narva rätsep Johann Friedrich L.). Ae 1. 1796--1809 Dorothea Amalie  Ehlertz (1776--1809, Trt raehärra Carl Ulrich E.), 2. 1818 markiis  Carolina Piccaluga (srn 1858, Napolist). Ottilie Louise (1797--1872),  Eleonore Wilhelmine v.Schultz (1798--1883, ae 1819 Anton v.S., p Eduard  v.S.  /1825--1902/), Caroline Amalie (1803--70), Carl Gustav Theodor  (1805--), Annette Auguste (1806--93), Sophie Dorothea (1808--); Rosalie  (1822--1907). öppis Narvas 1777--79, Torgaus, Halle ülik theol  1782--86.  Koduõp, krahv P.~Mannteuffeli (vt) reisikaaslane  Lääne-Euroopas, Lüganuse kog õp 1788--95, Viru-Nigula kog õp  1795--1815, ųksi kog õp 1815--32, Liivim konsist ass 1818--, Tartu  praost 1821--32. Marahwa Näddala-Lehe toim 1821--25; Vladimir IV.  Estofiil. Srn 15.III 1832 ųksis, maet Trt Jaani kalm-le Ehlertzi  kabelisse. Lipp, EBL, EE, EBLl, ENE1, DBL, EKBL, ENE2, EAKBL, EKrL,  EKoBL, ENE2(14)  Isotamm 2"	"EAE-40, lk. 128-129."	"Lohusuu v. Tartumaa"	"Äksi v."	"Maetud Tartu Raadi kalmistule."						"MASING, Otto Wilhelm v. "	"8.XI 1763 Ta Lohusuus. "	"Köster  Kristian Masick (1733--1804, kangur Kaarel M., Annika), Anna Ludovica  v.Hildebrandt (1724--1809). "	"ö Helene Charlotte Lehmann (1775--, ae  Narva rätsep Johann Friedrich L.). "	"Ae 1. 1796--1809 Dorothea Amalie  Ehlertz (1776--1809, Trt raehärra Carl Ulrich E.), 2. 1818 markiis  Carolina Piccaluga (srn 1858, Napolist). "	"Ottilie Louise (1797--1872),  Eleonore Wilhelmine v.Schultz (1798--1883, ae 1819 Anton v.S., p Eduard  v.S.  /1825--1902/), Caroline Amalie (1803--70), Carl Gustav Theodor  (1805--), Annette Auguste (1806--93), Sophie Dorothea (1808--); Rosalie  (1822--1907). "	"öppis Narvas 1777--79, Torgaus, Halle ülik theol  1782--86. "	" Koduõp, krahv P.~Mannteuffeli (vt) reisikaaslane  Lääne-Euroopas, Lüganuse kog õp 1788--95, Viru-Nigula kog õp  1795--1815, ųksi kog õp 1815--32, Liivim konsist ass 1818--, Tartu  praost 1821--32. Marahwa Näddala-Lehe toim 1821--25; Vladimir IV.  Estofiil. "		"Srn 15.III 1832 ųksis, maet Trt Jaani kalm-le Ehlertzi  kabelisse. "	"Lipp, EBL, EE, EBLl, ENE1, DBL, EKBL, ENE2, EAKBL, EKrL,  EKoBL, ENE2(14)  Isotamm 2"
1310	1310	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Mauer, Kristian"	"1863-06-22"	"1891-00-00"	"kirjanik, ajakirjanik"	"Surmakuulutuses Christjan Mauer //E. Post. 1891, 8; Post. 1891, 24. - Keel ja Kirjandus 1965, 6, 347 (Oskar Kruus)."																				
1333	1333	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Mändmets, Jakob"	"1871-07-29"	"1930-12-25"	"kirjanik, ajakirjanik, õpetaja"	"MÄNDMETS, Jakob. 29.VII 1871 Sa Kärla v Paiküla Suureperel.  Rentn Mihkel M. Ae Elviine Pürkowsky (1875--1937). Hugo Johannes  (1897--, vt), Heino Anton (1899--, vt), Hilja Helene Lippmaa (1902--43,  ae prof Teodor L. /vt/, vt, p Endel /vt/), Endel Harald (1904--, vt), Jutta  öilme (1906--, vt). Kärla khkk, Kaarma öS (Th.~Undritz) 1885--88.  Kooliõp  Sa Karidal 1888--89, Lä Ehmjas 1889--92, Ha Alaveres ja Orul  1892--1903, Uue Aja 1903--05, Pl 1906--10, 1916--30, Virulase 1910,  TallTeataja 1910--16 toim.l, TallUudiste toim 1910--11, Koidu toim  1923--27, Laste Rõõmu toim 1927--30, EKL 1922,  EAjakirjL asut (juh.l),  Tall KirjS juh.l. Kirjanik. Srn 25.XII 1930 Tall-s, maet Rahumäe  kalm-le. PmA, EBL, EE, EBLl, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)"	"EAE-40, lk. 140; EE, VI, lk. 501, Postimees 1857-1907, 206-207."	"Paiküla Kärla khk. Saaremaa"	"Tallinn"							"MÄNDMETS, Jakob. "	"29.VII 1871 Sa Kärla v Paiküla Suureperel. "			" Rentn Mihkel M. Ae Elviine Pürkowsky (1875--1937). "	"Hugo Johannes  (1897--, vt), Heino Anton (1899--, vt), Hilja Helene Lippmaa (1902--43,  ae prof Teodor L. /vt/, vt, p Endel /vt/), Endel Harald (1904--, vt), Jutta  öilme (1906--, vt). "	"Kärla khkk, Kaarma öS (Th.~Undritz) 1885--88. "	" Kooliõp  Sa Karidal 1888--89, Lä Ehmjas 1889--92, Ha Alaveres ja Orul  1892--1903, Uue Aja 1903--05, Pl 1906--10, 1916--30, Virulase 1910,  TallTeataja 1910--16 toim.l, TallUudiste toim 1910--11, Koidu toim  1923--27, Laste Rõõmu toim 1927--30, EKL 1922,  EAjakirjL asut (juh.l),  Tall KirjS juh.l. "	"Kirjanik. "	"Srn 25.XII 1930 Tall-s, maet Rahumäe  kalm-le. "	"PmA, EBL, EE, EBLl, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)"
1417	1417	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Michelson, Lydia"	"1843-12-24"	"1886-08-11"	"kirjanik, luuletaja"	"KOIDULA (JANNSEN, MICHELSON), Lydia Emilie Florentine. 24.XII  1843 Pä V-Vändra v. Köster J.~W.~Jannsen (vt), Emilie Koch (Rõusa ms  sakslasest juustumeistri t). Ae 1873 sv.arst Eduard Michelson (1845--1907).  P Hans Albert srn lapsena, t-d Hedwig ja Anna. Vändra klaasivabr.k,  Pärnu kõrgem tütarl.k 1854--61. Pärnu Pm ja E Pm toim.l.  Luuletaja.  Srn 11.VIII 1886 Kroonlinnas (vähk), maet ümber Tall Metsakalm-le 1946.  Ausammas Pärnus 1929.  PmA, EBL, EE, EBLl, ENE1, EKBL, ENE2, EKrL, ETBL,  ENE2(14)"	"ENE, IV, 635; EAE-40, lk. 90-91."	"Vana-Vändra v."	"Kroonlinn"							"KOIDULA (JANNSEN, MICHELSON), Lydia Emilie Florentine. "	"24.XII  1843 Pä V-Vändra v. "	"Köster J.~W.~Jannsen (vt), Emilie Koch (Rõusa ms  sakslasest juustumeistri t). "		"Ae 1873 sv.arst Eduard Michelson (1845--1907). "	" P Hans Albert srn lapsena, t-d Hedwig ja Anna. "	"Vändra klaasivabr.k,  Pärnu kõrgem tütarl.k 1854--61. "	"Pärnu Pm ja E Pm toim.l. "	" Luuletaja. "	" Srn 11.VIII 1886 Kroonlinnas (vähk), maet ümber Tall Metsakalm-le 1946. "	" PmA, EBL, EE, EBLl, ENE1, EKBL, ENE2, EKrL, ETBL,  ENE2(14)  Ausammas Pärnus 1929. "
158	158	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Anvelt, Jaan"	"1884-00-00"	"1937-00-00"	"poliitik ja kirjanik"	"ANVELT, Jaan (ps-d Jaan Holm, Eessaare Aadu). 18.IV 1884 Vil  Võisiku v Oorgu Tikul. Talun Jaan A. Ae 1. fikt 1909--10 Alma Ostra  (vt), 2., 3.  1925 Alise Levald (Stein, 1900--91, vt), 4. Jaan  (1935--2001, ins, ae Rosa Majak /1934/, p-d Jaan /1964/, Andres /1969,  polits E-s/).  Kolga-Jaani, Juuru, Pilistvere khkk, Trt öS 1900--02  (?rataja ring), g ekst 1907, Pb ü jur 1907--11, 1912, PEüS. Kasvas  Mahtras, kont.am Pb-s 1903--05, Toila v-k õp 1905--07, VSDTP 1907 Pb-s,  vang 1911, saadeti välja Tall-nna, v.adv abi Narvas 1912--17, Kiire  toim Narvas 1912--13 (koos J.Käspertiga), Tall-s Kiire ja Töölise toim  1917, III 1917 eduerak, Narva soveti esim III 1917, Venemaa sovettide  ispolkomi l 1917, EAjMnk 1917 (Tall esind), Eestim soveti ispolkomi  esim VIII 1917--II 1918, vojenrevkomi l X 1917, põgenes Venem-le II  1918, Põhja Kommuuni sõjakomissar II--IV 1918 ja rahvusasjade  rahvakom-r IV 1918, Pb PA stv.kurs 1918, idarindel patar.ül abi X--XI  1918, E Töörahva Kommuuna soveti esim ja sõjakomissar 1918--19, ajut  vojenrevkomi l XI 1918--19, 6.div sõjakomissar XII 1918--I 1919, Pb-s  tribunali esim, Petrosoveti kohtuosak juh, Venem kesktäitevkom l 1919,  EKP välism.bür l VIII 1919--, KK l 1920--37, armeegrupi komissar X  1919--20, Pb kindl.raj ül II 1920--II 1921, E-s illeg VIII 1921--25,  komm mässukatse üldjuht 1.XII 1924 (mõrvas isiklikult polits M.Mati ja  kapt.major Sterni), varjas end NL saatk-s, Kominterni funkts III  1925--, intern.kontr.kom-ni l ja vast.sekr 1935--37, lennuv.akad  komissar 1926--29, tsiv.lennund.peaval ül aset 1929--35, vang 1937;  LenO 1933.  Srn 11.XII 1937 (uurija Langfang tappis ta ülekuulamisel).  EBL, EE, EBLl, EKBL, ENE1, RevLip1, ENE2, EKrL, Pjatnitski, ENE2(14),  ImpStal"										"ANVELT, Jaan (ps-d Jaan Holm, Eessaare Aadu). "	"18.IV 1884 Vil  Võisiku v Oorgu Tikul. "			"Talun Jaan A. Ae 1. fikt 1909--10 Alma Ostra  (vt), 2., 3.  1925 Alise Levald (Stein, 1900--91, vt), 4. Jaan  (1935--2001, ins, ae Rosa Majak /1934/, p-d Jaan /1964/, Andres /1969,  polits E-s/). "		" Kolga-Jaani, Juuru, Pilistvere khkk, Trt öS 1900--02  (?rataja ring), g ekst 1907, Pb ü jur 1907--11, 1912, PEüS. "	"Kasvas  Mahtras, kont.am Pb-s 1903--05, Toila v-k õp 1905--07, VSDTP 1907 Pb-s,  vang 1911, saadeti välja Tall-nna, v.adv abi Narvas 1912--17, Kiire  toim Narvas 1912--13 (koos J.Käspertiga), Tall-s Kiire ja Töölise toim  1917, III 1917 eduerak, Narva soveti esim III 1917, Venemaa sovettide  ispolkomi l 1917, EAjMnk 1917 (Tall esind), Eestim soveti ispolkomi  esim VIII 1917--II 1918, vojenrevkomi l X 1917, põgenes Venem-le II  1918, Põhja Kommuuni sõjakomissar II--IV 1918 ja rahvusasjade  rahvakom-r IV 1918, Pb PA stv.kurs 1918, idarindel patar.ül abi X--XI  1918, E Töörahva Kommuuna soveti esim ja sõjakomissar 1918--19, ajut  vojenrevkomi l XI 1918--19, 6.div sõjakomissar XII 1918--I 1919, Pb-s  tribunali esim, Petrosoveti kohtuosak juh, Venem kesktäitevkom l 1919,  EKP välism.bür l VIII 1919--, KK l 1920--37, armeegrupi komissar X  1919--20, Pb kindl.raj ül II 1920--II 1921, E-s illeg VIII 1921--25,  komm mässukatse üldjuht 1.XII 1924 (mõrvas isiklikult polits M.Mati ja  kapt.major Sterni), varjas end NL saatk-s, Kominterni funkts III  1925--, intern.kontr.kom-ni l ja vast.sekr 1935--37, lennuv.akad  komissar 1926--29, tsiv.lennund.peaval ül aset 1929--35, vang 1937;  LenO 1933. "		" Srn 11.XII 1937 (uurija Langfang tappis ta ülekuulamisel). "	" EBL, EE, EBLl, EKBL, ENE1, RevLip1, ENE2, EKrL, Pjatnitski, ENE2(14),  ImpStal"
1624	1624	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Brandt, Friedrich"	"1830-10-18"	"1890-05-14"	"kirjanik, raamatuköitja, kooliõpetaja"	"BRANDT, Friedrich (ps Priidik Prant). 18.X 1830 Lä Sipa ms.  Jädivere öS (B.Gildenmann) 1845--48. Sipa v-k õp, kohtu- ja vallakirj  1847--68, Nõva abikog k?ster 1868--, Risti kog köster, raamatuköitja  Tall-s 1875--90. Kirjanik. Srn 14.V 1890 Tall-s (59). EBL,  EEl, EKBL, EKrL  Isotamm 2"	"Eesti kirjanike leksikon (2000), lk. 62."	"Sipa mõis Märjamaa khk. Läänemaa"								"BRANDT, Friedrich (ps Priidik Prant). "	"18.X 1830 Lä Sipa ms. "					" Jädivere öS (B.Gildenmann) 1845--48. "	"Sipa v-k õp, kohtu- ja vallakirj  1847--68, Nõva abikog k?ster 1868--, Risti kog köster, raamatuköitja  Tall-s 1875--90. "	"Kirjanik. "	"Srn 14.V 1890 Tall-s (59). "	"EBL,  EEl, EKBL, EKrL  Isotamm 2"
1647	1647	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Normann, Johannes"	"1875-10-13"	"1934-00-00"	"õpetaja, näitekirjanik"	"NORMANN, Johannes (ps Põhjalane). 13.X 1875 Jä Väinjärve v  Visusti Kokamäe Noorel talun p. Visusti k-k, Väike-Maarja khkk  (P.Koit, M.Kampmann). Kooliõp Ervita-Kasel, köster-kooliõp Krimmis  Sõrt-Karaktšora asund-s, ajakirj Tall-s, Venem-le 1909, Vn kodus-s PA,  KP 1918, k.õp Krimmis. Kirjanik. Srn peale 1934.  PmA, EKrL"	"Postimees 1857-1907, 210; EAE-40, lk. 146-147; Eesti kirjanike leksikon (2000), lk. 375."	"Visusti k. Veinjärve v. Koeru khk."	"Venemaa"							"NORMANN, Johannes (ps Põhjalane). "	"13.X 1875 Jä Väinjärve v  Visusti Kokamäe Noorel talun p. "					"Visusti k-k, Väike-Maarja khkk  (P.Koit, M.Kampmann). "	"Kooliõp Ervita-Kasel, köster-kooliõp Krimmis  Sõrt-Karaktšora asund-s, ajakirj Tall-s, Venem-le 1909, Vn kodus-s PA,  KP 1918, k.õp Krimmis. "	"Kirjanik. "	"Srn peale 1934. "	" PmA, EKrL"
1652	1652	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Oks, Jaan"	"1884-02-28"	"1918-02-25"	"õpetaja, kirjanik"	"OKS, Jaan. 28.II 1884 Sa Pärsamaa v Ratla k Allikal k.õp p.  Kaarma öS 1898--1902, Haaps ped.kurs 1904--05. Kooliõp Hiium Kaseväljal  1903--04, Läänem Massus 1905--07, Samaara kub Srednjaja Bõkovka asund  köster-kooliõp 1908--11, hulkur, saadeti vangitapiga koduvalda,  kraavikaevaja ja rändkaupmees, mob 1914, oli Pb-s ja Tall-s  kindlustustöödel, haigestus 1917. Kirjanik. Srn 25.II 1918 Tall  priihosp-s (luutbc), maet Rahumäe kalm-le. EBL, EE, EBLl, ENE1, EKBL,  EKrL, ENE2, ENE2(14)"	"EAE-40, lk. 150; EBL, 352; EBLT, 225-226."	"Ratla k. Pärsama v. Saaremaa"	"Tallinn"							"OKS, Jaan. "	"28.II 1884 Sa Pärsamaa v Ratla k Allikal k.õp p. "					" Kaarma öS 1898--1902, Haaps ped.kurs 1904--05. "	"Kooliõp Hiium Kaseväljal  1903--04, Läänem Massus 1905--07, Samaara kub Srednjaja Bõkovka asund  köster-kooliõp 1908--11, hulkur, saadeti vangitapiga koduvalda,  kraavikaevaja ja rändkaupmees, mob 1914, oli Pb-s ja Tall-s  kindlustustöödel, haigestus 1917. "	"Kirjanik. "	"Srn 25.II 1918 Tall  priihosp-s (luutbc), maet Rahumäe kalm-le. "	"EBL, EE, EBLl, ENE1, EKBL,  EKrL, ENE2, ENE2(14)"
1753	1753	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Ostrat, Hindrik"	"1871-00-00"		"õpetaja, kaupmees"																					
1780	1780	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Brunberg, Eduard"	"1862-02-17"	"1923-11-17"	"ajakirjanik, prosaist"		"EAE-40, lk.23."	"Kullaaru mõis Virumaa"	"Tallinn"																	
1786	1786	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Parijõgi, Jüri"	"1892-09-02"	"1941-07-09"	"õpetaja, noorsookirjanik"	"PARIJÕGI (PARINBAK --1935, PARINBACH), Jüri. 2.IX 1892 Vir  Kunda-Malla v Siberi k-s. Vabadik Toomas Parinbak (1846--, Kundast),  Mari Katko (1859--, Kundast). V Alfred (1903--, vt). Ae 1922 Elsa  Anette Langer (1898--1950, Ropka v k.õp Kristjan L., Charlotte). Aili  Erlemann (1924--67, k.õp, vt), Endel (1929, maj.teadl).  Kunda v-k  1902--05, Rakv l-k ja ped.kurs 1905--10, g ekst Trt-s 1929, TÜ phil  1929--31-, 10364, Gori lipn.k 1917, Raimla 1936. Virum Kaarli v-k õp  1910--15, 1917--18, Ims-s 1915--17, lipn, Vabaduss-s 1919--20 (s/r nr  3), n.ltn, Rakv I algk õp 1920--21, ÕS harj.k õp 1921--23, juh  1923--29, Trt III algk õp 1929--30, IV algk juh 1930--40, Trt ÕS dir  1940--41; Pr V 1938. Kirjanik. Mõrvati 8./9.VII 1941 Trt vanglas,  maet Pauluse kalm-le.  EAT, EE, EBLl, EAT2, ENE1, EKBL, AA3, EKrL,  ENE2, EKoBL, ENE2(14), PAE3"	"EE, VII (1994), 200."	"Kunda-Malla v."	"Tartu"							"PARIJÕGI (PARINBAK --1935, PARINBACH), Jüri. "	"2.IX 1892 Vir  Kunda-Malla v Siberi k-s. "	"Vabadik Toomas Parinbak (1846--, Kundast),  Mari Katko (1859--, Kundast). "	"V Alfred (1903--, vt). "	"Ae 1922 Elsa  Anette Langer (1898--1950, Ropka v k.õp Kristjan L., Charlotte). "	"Aili  Erlemann (1924--67, k.õp, vt), Endel (1929, maj.teadl). "	" Kunda v-k  1902--05, Rakv l-k ja ped.kurs 1905--10, g ekst Trt-s 1929, TÜ phil  1929--31-, Gori lipn.k 1917, Raimla 1936. "	"Virum Kaarli v-k õp  1910--15, 1917--18, Ims-s 1915--17, lipn, Vabaduss-s 1919--20 (s/r nr  3), n.ltn, Rakv I algk õp 1920--21, ÕS harj.k õp 1921--23, juh  1923--29, Trt III algk õp 1929--30, IV algk juh 1930--40, Trt ÕS dir  1940--41; Pr V 1938. "	"Kirjanik. "	"Mõrvati 8./9.VII 1941 Trt vanglas,  maet Pauluse kalm-le. "	" EAT, EE, EBLl, EAT2, ENE1, EKBL, AA3, EKrL,  ENE2, EKoBL, ENE2(14), PAE3"
